"Region","Site","Transect","categories","mean.cover","se.cover"
"La Parguera","Atravesado","T006","Articulated.coralline.algae",0,0
"La Parguera","Atravesado","T006","Bare.Rock",0,0
"La Parguera","Atravesado","T006","Biofilmed.Rock",0,0
"La Parguera","Atravesado","T006","CCA..crustose.coralline.algae.",15.238,4.10056004885744
"La Parguera","Atravesado","T006","Cliona",0,0
"La Parguera","Atravesado","T006","Coral.Rock",0,0
"La Parguera","Atravesado","T006","Dead.coral",0,0
"La Parguera","Atravesado","T006","Green.Rock",0,0
"La Parguera","Atravesado","T006","HC",1.42864285714286,0.758730798277174
"La Parguera","Atravesado","T006","Halimeda",0.476214285714286,0.476214285714286
"La Parguera","Atravesado","T006","Lightly.Biofilmed.Rock",0,0
"La Parguera","Atravesado","T006","Macroalgae",2.85721428571429,1.51739952209516
"La Parguera","Atravesado","T006","Macroalgae..Laminate..red..peysonnelia",20.9524285714286,3.55366179155085
"La Parguera","Atravesado","T006","Other",0.952428571428571,0.64704779885503
"La Parguera","Atravesado","T006","Reel",0,0
"La Parguera","Atravesado","T006","Rock",4.762,1.90476923121302
"La Parguera","Atravesado","T006","Rock.Crustose.Coralline.Algae",0,0
"La Parguera","Atravesado","T006","Rock_Pavement",0,0
"La Parguera","Atravesado","T006","Rubble",0,0
"La Parguera","Atravesado","T006","Sand",0,0
"La Parguera","Atravesado","T006","Soft.Coral",1.42857142857143,1.42857142857143
"La Parguera","Atravesado","T006","Sponge",6.66671428571429,4.2509756119109
"La Parguera","Atravesado","T006","TAPE",3.33342857142857,1.15893302916564
"La Parguera","Atravesado","T006","Thick.Sediment.Over.Rock",0.476214285714286,0.476214285714286
"La Parguera","Atravesado","T006","Thin.Sediment.over.Rock",0,0
"La Parguera","Atravesado","T006","Thin.Turf.Biofilm.on.Rock",3.33335714285714,1.35331637264688
"La Parguera","Atravesado","T006","Turf.algae",38.0953571428571,4.81290201644067
"La Parguera","Atravesado","T051","Articulated.coralline.algae",0.4166875,0.4166875
"La Parguera","Atravesado","T051","Bare.Rock",0,0
"La Parguera","Atravesado","T051","Biofilmed.Rock",0,0
"La Parguera","Atravesado","T051","CCA..crustose.coralline.algae.",27.500125,4.82566681305548
"La Parguera","Atravesado","T051","Cliona",0,0
"La Parguera","Atravesado","T051","Coral.Rock",0,0
"La Parguera","Atravesado","T051","Dead.coral",0,0
"La Parguera","Atravesado","T051","Green.Rock",0,0
"La Parguera","Atravesado","T051","HC",0,0
"La Parguera","Atravesado","T051","Halimeda",0,0
"La Parguera","Atravesado","T051","Lightly.Biofilmed.Rock",0,0
"La Parguera","Atravesado","T051","Macroalgae",0,0
"La Parguera","Atravesado","T051","Macroalgae..Laminate..red..peysonnelia",23.75,4.25868176493619
"La Parguera","Atravesado","T051","Other",0.833375,0.569303506305439
"La Parguera","Atravesado","T051","Reel",0,0
"La Parguera","Atravesado","T051","Rock",8.7500625,1.57744556025649
"La Parguera","Atravesado","T051","Rock.Crustose.Coralline.Algae",0,0
"La Parguera","Atravesado","T051","Rock_Pavement",0,0
"La Parguera","Atravesado","T051","Rubble",0.4166875,0.4166875
"La Parguera","Atravesado","T051","Sand",0,0
"La Parguera","Atravesado","T051","Soft.Coral",0,0
"La Parguera","Atravesado","T051","Sponge",8.3333125,2.61761571651053
"La Parguera","Atravesado","T051","TAPE",2.5000625,1.03190649797979
"La Parguera","Atravesado","T051","Thick.Sediment.Over.Rock",0.833375,0.569303506305439
"La Parguera","Atravesado","T051","Thin.Sediment.over.Rock",0,0
"La Parguera","Atravesado","T051","Thin.Turf.Biofilm.on.Rock",0.833375,0.569303506305439
"La Parguera","Atravesado","T051","Turf.algae",25.8333125,5.80150024542413
"La Parguera","Atravesado","T053","Articulated.coralline.algae",0,0
"La Parguera","Atravesado","T053","Bare.Rock",0,0
"La Parguera","Atravesado","T053","Biofilmed.Rock",0,0
"La Parguera","Atravesado","T053","CCA..crustose.coralline.algae.",40.7842352941177,2.96395703996787
"La Parguera","Atravesado","T053","Cliona",0,0
"La Parguera","Atravesado","T053","Coral.Rock",0,0
"La Parguera","Atravesado","T053","Dead.coral",0,0
"La Parguera","Atravesado","T053","Green.Rock",0,0
"La Parguera","Atravesado","T053","HC",0,0
"La Parguera","Atravesado","T053","Halimeda",0,0
"La Parguera","Atravesado","T053","Lightly.Biofilmed.Rock",0,0
"La Parguera","Atravesado","T053","Macroalgae",0,0
"La Parguera","Atravesado","T053","Macroalgae..Laminate..red..peysonnelia",25.0980588235294,3.45512423956262
"La Parguera","Atravesado","T053","Other",0.392176470588235,0.392176470588235
"La Parguera","Atravesado","T053","Reel",0,0
"La Parguera","Atravesado","T053","Rock",25.4901764705882,3.24568770270567
"La Parguera","Atravesado","T053","Rock.Crustose.Coralline.Algae",0,0
"La Parguera","Atravesado","T053","Rock_Pavement",0,0
"La Parguera","Atravesado","T053","Rubble",0,0
"La Parguera","Atravesado","T053","Sand",0,0
"La Parguera","Atravesado","T053","Soft.Coral",1.17647058823529,0.854676508796504
"La Parguera","Atravesado","T053","Sponge",1.56864705882353,0.909176170162309
"La Parguera","Atravesado","T053","TAPE",0.784352941176471,0.537009748659845
"La Parguera","Atravesado","T053","Thick.Sediment.Over.Rock",0,0
"La Parguera","Atravesado","T053","Thin.Sediment.over.Rock",0,0
"La Parguera","Atravesado","T053","Thin.Turf.Biofilm.on.Rock",0.392176470588235,0.392176470588235
"La Parguera","Atravesado","T053","Turf.algae",4.31376470588235,1.70937072943743
"La Parguera","Atravesado","T073","Articulated.coralline.algae",0,0
"La Parguera","Atravesado","T073","Bare.Rock",0,0
"La Parguera","Atravesado","T073","Biofilmed.Rock",0,0
"La Parguera","Atravesado","T073","CCA..crustose.coralline.algae.",46.6667058823529,3.61549181298208
"La Parguera","Atravesado","T073","Cliona",0,0
"La Parguera","Atravesado","T073","Coral.Rock",0,0
"La Parguera","Atravesado","T073","Dead.coral",0,0
"La Parguera","Atravesado","T073","Green.Rock",0,0
"La Parguera","Atravesado","T073","HC",0.392176470588235,0.392176470588235
"La Parguera","Atravesado","T073","Halimeda",0,0
"La Parguera","Atravesado","T073","Lightly.Biofilmed.Rock",0,0
"La Parguera","Atravesado","T073","Macroalgae",0,0
"La Parguera","Atravesado","T073","Macroalgae..Laminate..red..peysonnelia",12.1569411764706,2.44114241347611
"La Parguera","Atravesado","T073","Other",1.56870588235294,0.707006186868189
"La Parguera","Atravesado","T073","Reel",0,0
"La Parguera","Atravesado","T073","Rock",25.4901764705882,3.03763352313075
"La Parguera","Atravesado","T073","Rock.Crustose.Coralline.Algae",0,0
"La Parguera","Atravesado","T073","Rock_Pavement",0,0
"La Parguera","Atravesado","T073","Rubble",0,0
"La Parguera","Atravesado","T073","Sand",0,0
"La Parguera","Atravesado","T073","Soft.Coral",0,0
"La Parguera","Atravesado","T073","Sponge",1.56864705882353,1.21663980646908
"La Parguera","Atravesado","T073","TAPE",3.92158823529412,1.51880845580755
"La Parguera","Atravesado","T073","Thick.Sediment.Over.Rock",0,0
"La Parguera","Atravesado","T073","Thin.Sediment.over.Rock",0,0
"La Parguera","Atravesado","T073","Thin.Turf.Biofilm.on.Rock",1.17647058823529,0.854676508796504
"La Parguera","Atravesado","T073","Turf.algae",7.05876470588235,1.84977891868471
"La Parguera","Atravesado","T077","Articulated.coralline.algae",0,0
"La Parguera","Atravesado","T077","Bare.Rock",0,0
"La Parguera","Atravesado","T077","Biofilmed.Rock",0,0
"La Parguera","Atravesado","T077","CCA..crustose.coralline.algae.",47.7778333333333,3.66537212285732
"La Parguera","Atravesado","T077","Cliona",0,0
"La Parguera","Atravesado","T077","Coral.Rock",0,0
"La Parguera","Atravesado","T077","Dead.coral",0,0
"La Parguera","Atravesado","T077","Green.Rock",0,0
"La Parguera","Atravesado","T077","HC",0,0
"La Parguera","Atravesado","T077","Halimeda",0,0
"La Parguera","Atravesado","T077","Lightly.Biofilmed.Rock",0,0
"La Parguera","Atravesado","T077","Macroalgae",0,0
"La Parguera","Atravesado","T077","Macroalgae..Laminate..red..peysonnelia",13.3332777777778,2.15585874918593
"La Parguera","Atravesado","T077","Other",0,0
"La Parguera","Atravesado","T077","Reel",0,0
"La Parguera","Atravesado","T077","Rock",26.6667222222222,2.34930419793082
"La Parguera","Atravesado","T077","Rock.Crustose.Coralline.Algae",0,0
"La Parguera","Atravesado","T077","Rock_Pavement",0,0
"La Parguera","Atravesado","T077","Rubble",0,0
"La Parguera","Atravesado","T077","Sand",0,0
"La Parguera","Atravesado","T077","Soft.Coral",0.740722222222222,0.740722222222222
"La Parguera","Atravesado","T077","Sponge",0.370388888888889,0.370388888888889
"La Parguera","Atravesado","T077","TAPE",2.96311111111111,0.8034863123761
"La Parguera","Atravesado","T077","Thick.Sediment.Over.Rock",0,0
"La Parguera","Atravesado","T077","Thin.Sediment.over.Rock",0,0
"La Parguera","Atravesado","T077","Thin.Turf.Biofilm.on.Rock",1.85188888888889,1.18151187317916
"La Parguera","Atravesado","T077","Turf.algae",6.29633333333333,2.37831084260495
"La Parguera","Atravesado","T079","Articulated.coralline.algae",1.11116666666667,0.602614734282075
"La Parguera","Atravesado","T079","Bare.Rock",0,0
"La Parguera","Atravesado","T079","Biofilmed.Rock",0,0
"La Parguera","Atravesado","T079","CCA..crustose.coralline.algae.",5.926,1.41459978635498
"La Parguera","Atravesado","T079","Cliona",0,0
"La Parguera","Atravesado","T079","Coral.Rock",0,0
"La Parguera","Atravesado","T079","Dead.coral",0,0
"La Parguera","Atravesado","T079","Green.Rock",0,0
"La Parguera","Atravesado","T079","HC",2.22227777777778,1.2051812621121
"La Parguera","Atravesado","T079","Halimeda",7.77783333333333,2.10473926668339
"La Parguera","Atravesado","T079","Lightly.Biofilmed.Rock",0,0
"La Parguera","Atravesado","T079","Macroalgae",8.5185,3.22504359017002
"La Parguera","Atravesado","T079","Macroalgae..Laminate..red..peysonnelia",4.44455555555556,1.78757512794672
"La Parguera","Atravesado","T079","Other",8.51855555555555,2.89267111810708
"La Parguera","Atravesado","T079","Reel",0,0
"La Parguera","Atravesado","T079","Rock",4.07416666666667,1.33539449814887
"La Parguera","Atravesado","T079","Rock.Crustose.Coralline.Algae",0,0
"La Parguera","Atravesado","T079","Rock_Pavement",0,0
"La Parguera","Atravesado","T079","Rubble",0,0
"La Parguera","Atravesado","T079","Sand",0,0
"La Parguera","Atravesado","T079","Soft.Coral",0,0
"La Parguera","Atravesado","T079","Sponge",3.33333333333333,1.23491331494354
"La Parguera","Atravesado","T079","TAPE",3.70388888888889,0.8034863123761
"La Parguera","Atravesado","T079","Thick.Sediment.Over.Rock",0.740722222222222,0.740722222222222
"La Parguera","Atravesado","T079","Thin.Sediment.over.Rock",0,0
"La Parguera","Atravesado","T079","Thin.Turf.Biofilm.on.Rock",1.48155555555556,0.672244879432355
"La Parguera","Atravesado","T079","Turf.algae",48.1481666666667,4.42990905662859
"La Parguera","El Palo","T001","Articulated.coralline.algae",1.17652941176471,0.635398503474782
"La Parguera","El Palo","T001","Bare.Rock",0,0
"La Parguera","El Palo","T001","Biofilmed.Rock",0,0
"La Parguera","El Palo","T001","CCA..crustose.coralline.algae.",13.3333529411765,2.74155268364745
"La Parguera","El Palo","T001","Cliona",0,0
"La Parguera","El Palo","T001","Coral.Rock",0,0
"La Parguera","El Palo","T001","Dead.coral",0,0
"La Parguera","El Palo","T001","Green.Rock",0,0
"La Parguera","El Palo","T001","HC",0,0
"La Parguera","El Palo","T001","Halimeda",3.92164705882353,1.72059857048178
"La Parguera","El Palo","T001","Lightly.Biofilmed.Rock",0,0
"La Parguera","El Palo","T001","Macroalgae",0.392176470588235,0.392176470588235
"La Parguera","El Palo","T001","Macroalgae..Laminate..red..peysonnelia",8.23529411764706,1.66952321646892
"La Parguera","El Palo","T001","Other",1.17647058823529,0.854676508796504
"La Parguera","El Palo","T001","Reel",0,0
"La Parguera","El Palo","T001","Rock",6.66676470588235,2.06116440272706
"La Parguera","El Palo","T001","Rock.Crustose.Coralline.Algae",0,0
"La Parguera","El Palo","T001","Rock_Pavement",0,0
"La Parguera","El Palo","T001","Rubble",0,0
"La Parguera","El Palo","T001","Sand",0,0
"La Parguera","El Palo","T001","Soft.Coral",0,0
"La Parguera","El Palo","T001","Sponge",13.7254117647059,3.45229629042803
"La Parguera","El Palo","T001","TAPE",1.96088235294118,0.759446469681319
"La Parguera","El Palo","T001","Thick.Sediment.Over.Rock",0.392176470588235,0.392176470588235
"La Parguera","El Palo","T001","Thin.Sediment.over.Rock",0,0
"La Parguera","El Palo","T001","Thin.Turf.Biofilm.on.Rock",0,0
"La Parguera","El Palo","T001","Turf.algae",49.0195882352941,4.38884668293561
"La Parguera","El Palo","T017","Articulated.coralline.algae",0.33335,0.33335
"La Parguera","El Palo","T017","Bare.Rock",0,0
"La Parguera","El Palo","T017","Biofilmed.Rock",0,0
"La Parguera","El Palo","T017","CCA..crustose.coralline.algae.",16.33335,3.26149348763238
"La Parguera","El Palo","T017","Cliona",0,0
"La Parguera","El Palo","T017","Coral.Rock",0,0
"La Parguera","El Palo","T017","Dead.coral",0,0
"La Parguera","El Palo","T017","Green.Rock",0,0
"La Parguera","El Palo","T017","HC",1.6667,0.820073453385347
"La Parguera","El Palo","T017","Halimeda",2.33335,0.999992105955684
"La Parguera","El Palo","T017","Lightly.Biofilmed.Rock",0,0
"La Parguera","El Palo","T017","Macroalgae",1.00005,0.546145987206814
"La Parguera","El Palo","T017","Macroalgae..Laminate..red..peysonnelia",7.66665,1.55030331034896
"La Parguera","El Palo","T017","Other",1.6667,0.820073453385347
"La Parguera","El Palo","T017","Reel",0,0
"La Parguera","El Palo","T017","Rock",9.33325,2.01744149315153
"La Parguera","El Palo","T017","Rock.Crustose.Coralline.Algae",0,0
"La Parguera","El Palo","T017","Rock_Pavement",0,0
"La Parguera","El Palo","T017","Rubble",0,0
"La Parguera","El Palo","T017","Sand",0,0
"La Parguera","El Palo","T017","Soft.Coral",0.33335,0.33335
"La Parguera","El Palo","T017","Sponge",13.33335,2.64905809206434
"La Parguera","El Palo","T017","TAPE",2.33345,0.729532014646881
"La Parguera","El Palo","T017","Thick.Sediment.Over.Rock",0.33335,0.33335
"La Parguera","El Palo","T017","Thin.Sediment.over.Rock",0,0
"La Parguera","El Palo","T017","Thin.Turf.Biofilm.on.Rock",0,0
"La Parguera","El Palo","T017","Turf.algae",43.33325,5.1526345958441
"La Parguera","El Palo","T018","Articulated.coralline.algae",0.370388888888889,0.370388888888889
"La Parguera","El Palo","T018","Bare.Rock",0,0
"La Parguera","El Palo","T018","Biofilmed.Rock",0,0
"La Parguera","El Palo","T018","CCA..crustose.coralline.algae.",3.33338888888889,1.11110784419454
"La Parguera","El Palo","T018","Cliona",0,0
"La Parguera","El Palo","T018","Coral.Rock",0,0
"La Parguera","El Palo","T018","Dead.coral",0,0
"La Parguera","El Palo","T018","Green.Rock",0,0
"La Parguera","El Palo","T018","HC",4.4445,1.78757106582073
"La Parguera","El Palo","T018","Halimeda",1.85194444444444,0.724252774601377
"La Parguera","El Palo","T018","Lightly.Biofilmed.Rock",0,0
"La Parguera","El Palo","T018","Macroalgae",0.370388888888889,0.370388888888889
"La Parguera","El Palo","T018","Macroalgae..Laminate..red..peysonnelia",6.66672222222222,1.42595506993531
"La Parguera","El Palo","T018","Other",2.59266666666667,1.22180754878766
"La Parguera","El Palo","T018","Reel",0,0
"La Parguera","El Palo","T018","Rock",2.22233333333333,0.762254044763404
"La Parguera","El Palo","T018","Rock.Crustose.Coralline.Algae",0,0
"La Parguera","El Palo","T018","Rock_Pavement",0,0
"La Parguera","El Palo","T018","Rubble",0.370388888888889,0.370388888888889
"La Parguera","El Palo","T018","Sand",5.55561111111111,2.86467098812216
"La Parguera","El Palo","T018","Soft.Coral",15.926,4.28263491750129
"La Parguera","El Palo","T018","Sponge",5.55555555555556,2.76139482518118
"La Parguera","El Palo","T018","TAPE",2.96305555555556,0.967490613935732
"La Parguera","El Palo","T018","Thick.Sediment.Over.Rock",4.81483333333333,2.33724971362844
"La Parguera","El Palo","T018","Thin.Sediment.over.Rock",0,0
"La Parguera","El Palo","T018","Thin.Turf.Biofilm.on.Rock",0.740777777777778,0.508169363175603
"La Parguera","El Palo","T018","Turf.algae",42.2222222222222,4.6676033923704
"La Parguera","El Palo","T033","Articulated.coralline.algae",0,0
"La Parguera","El Palo","T033","Bare.Rock",0,0
"La Parguera","El Palo","T033","Biofilmed.Rock",0,0
"La Parguera","El Palo","T033","CCA..crustose.coralline.algae.",7.77777777777778,2.36469432113101
"La Parguera","El Palo","T033","Cliona",0,0
"La Parguera","El Palo","T033","Coral.Rock",0,0
"La Parguera","El Palo","T033","Dead.coral",0,0
"La Parguera","El Palo","T033","Green.Rock",0,0
"La Parguera","El Palo","T033","HC",4.07416666666667,2.59264845945487
"La Parguera","El Palo","T033","Halimeda",3.70377777777778,1.63676098637122
"La Parguera","El Palo","T033","Lightly.Biofilmed.Rock",0,0
"La Parguera","El Palo","T033","Macroalgae",6.66666666666667,3.65544529712338
"La Parguera","El Palo","T033","Macroalgae..Laminate..red..peysonnelia",16.2962777777778,2.96297630770756
"La Parguera","El Palo","T033","Other",8.51861111111111,2.20945588655516
"La Parguera","El Palo","T033","Reel",0.370388888888889,0.370388888888889
"La Parguera","El Palo","T033","Rock",12.963,3.90414664338725
"La Parguera","El Palo","T033","Rock.Crustose.Coralline.Algae",0,0
"La Parguera","El Palo","T033","Rock_Pavement",0,0
"La Parguera","El Palo","T033","Rubble",0,0
"La Parguera","El Palo","T033","Sand",0.370388888888889,0.370388888888889
"La Parguera","El Palo","T033","Soft.Coral",2.59266666666667,1.53763355655643
"La Parguera","El Palo","T033","Sponge",1.85194444444444,0.724252774601377
"La Parguera","El Palo","T033","TAPE",2.59266666666667,0.95489582294601
"La Parguera","El Palo","T033","Thick.Sediment.Over.Rock",0,0
"La Parguera","El Palo","T033","Thin.Sediment.over.Rock",0,0
"La Parguera","El Palo","T033","Thin.Turf.Biofilm.on.Rock",0,0
"La Parguera","El Palo","T033","Turf.algae",32.2220555555556,3.19993986000699
"La Parguera","El Palo","T066","Articulated.coralline.algae",0.392176470588235,0.392176470588235
"La Parguera","El Palo","T066","Bare.Rock",0,0
"La Parguera","El Palo","T066","Biofilmed.Rock",0,0
"La Parguera","El Palo","T066","CCA..crustose.coralline.algae.",16.4705882352941,2.74859721047529
"La Parguera","El Palo","T066","Cliona",0,0
"La Parguera","El Palo","T066","Coral.Rock",0,0
"La Parguera","El Palo","T066","Dead.coral",0,0
"La Parguera","El Palo","T066","Green.Rock",0,0
"La Parguera","El Palo","T066","HC",1.56864705882353,1.21663980646908
"La Parguera","El Palo","T066","Halimeda",7.05876470588235,1.84977891868471
"La Parguera","El Palo","T066","Lightly.Biofilmed.Rock",0,0
"La Parguera","El Palo","T066","Macroalgae",1.56864705882353,0.909176170162309
"La Parguera","El Palo","T066","Macroalgae..Laminate..red..peysonnelia",10.9804117647059,2.05648139509544
"La Parguera","El Palo","T066","Other",9.41170588235294,3.23674952437843
"La Parguera","El Palo","T066","Reel",0.392176470588235,0.392176470588235
"La Parguera","El Palo","T066","Rock",18.0393529411765,4.19167821836698
"La Parguera","El Palo","T066","Rock.Crustose.Coralline.Algae",0,0
"La Parguera","El Palo","T066","Rock_Pavement",0,0
"La Parguera","El Palo","T066","Rubble",0,0
"La Parguera","El Palo","T066","Sand",0,0
"La Parguera","El Palo","T066","Soft.Coral",0.784294117647059,0.784294117647059
"La Parguera","El Palo","T066","Sponge",9.41182352941176,2.29085363654753
"La Parguera","El Palo","T066","TAPE",1.96082352941176,0.950529002231413
"La Parguera","El Palo","T066","Thick.Sediment.Over.Rock",0,0
"La Parguera","El Palo","T066","Thin.Sediment.over.Rock",0,0
"La Parguera","El Palo","T066","Thin.Turf.Biofilm.on.Rock",0,0
"La Parguera","El Palo","T066","Turf.algae",21.9607058823529,2.78682208950697
"La Parguera","El Palo","T084","Articulated.coralline.algae",1.17647058823529,0.854676508796504
"La Parguera","El Palo","T084","Bare.Rock",0,0
"La Parguera","El Palo","T084","Biofilmed.Rock",0,0
"La Parguera","El Palo","T084","CCA..crustose.coralline.algae.",7.84323529411765,1.99961597697241
"La Parguera","El Palo","T084","Cliona",0,0
"La Parguera","El Palo","T084","Coral.Rock",0,0
"La Parguera","El Palo","T084","Dead.coral",0,0
"La Parguera","El Palo","T084","Green.Rock",0,0
"La Parguera","El Palo","T084","HC",4.70588235294118,2.95746015198946
"La Parguera","El Palo","T084","Halimeda",3.52947058823529,1.16001150196392
"La Parguera","El Palo","T084","Lightly.Biofilmed.Rock",0,0
"La Parguera","El Palo","T084","Macroalgae",5.09805882352941,2.83129243309403
"La Parguera","El Palo","T084","Macroalgae..Laminate..red..peysonnelia",7.05888235294118,2.17462560990452
"La Parguera","El Palo","T084","Other",3.52947058823529,1.41394405652512
"La Parguera","El Palo","T084","Reel",0,0
"La Parguera","El Palo","T084","Rock",11.3725882352941,3.32177827116523
"La Parguera","El Palo","T084","Rock.Crustose.Coralline.Algae",0,0
"La Parguera","El Palo","T084","Rock_Pavement",0,0
"La Parguera","El Palo","T084","Rubble",0,0
"La Parguera","El Palo","T084","Sand",0,0
"La Parguera","El Palo","T084","Soft.Coral",0,0
"La Parguera","El Palo","T084","Sponge",13.7255294117647,3.85481755988305
"La Parguera","El Palo","T084","TAPE",1.17652941176471,0.635398503474782
"La Parguera","El Palo","T084","Thick.Sediment.Over.Rock",2.74511764705882,1.72059354260117
"La Parguera","El Palo","T084","Thin.Sediment.over.Rock",0,0
"La Parguera","El Palo","T084","Thin.Turf.Biofilm.on.Rock",0,0
"La Parguera","El Palo","T084","Turf.algae",38.0392352941176,4.30702119452287
"La Parguera","Laurel","T027","Articulated.coralline.algae",1.11111111111111,0.808443101052756
"La Parguera","Laurel","T027","Bare.Rock",0,0
"La Parguera","Laurel","T027","Biofilmed.Rock",0,0
"La Parguera","Laurel","T027","CCA..crustose.coralline.algae.",33.3333888888889,4.10467788546086
"La Parguera","Laurel","T027","Cliona",0,0
"La Parguera","Laurel","T027","Coral.Rock",0.370388888888889,0.370388888888889
"La Parguera","Laurel","T027","Dead.coral",0,0
