"Region","Site","Transect","categories","mean.cover","se.cover"
"La Parguera","Laurel","T027","Green.Rock",0,0
"La Parguera","Laurel","T027","HC",1.11111111111111,1.11111111111111
"La Parguera","Laurel","T027","Halimeda",0,0
"La Parguera","Laurel","T027","Lightly.Biofilmed.Rock",0,0
"La Parguera","Laurel","T027","Macroalgae",0,0
"La Parguera","Laurel","T027","Macroalgae..Laminate..red..peysonnelia",12.963,2.37828946879593
"La Parguera","Laurel","T027","Other",11.1111666666667,3.32241130074336
"La Parguera","Laurel","T027","Reel",0.740722222222222,0.740722222222222
"La Parguera","Laurel","T027","Rock",15.5555,2.69479716123423
"La Parguera","Laurel","T027","Rock.Crustose.Coralline.Algae",0,0
"La Parguera","Laurel","T027","Rock_Pavement",0,0
"La Parguera","Laurel","T027","Rubble",0,0
"La Parguera","Laurel","T027","Sand",0,0
"La Parguera","Laurel","T027","Soft.Coral",0,0
"La Parguera","Laurel","T027","Sponge",7.03705555555556,1.6587629111007
"La Parguera","Laurel","T027","TAPE",1.11116666666667,0.602614734282075
"La Parguera","Laurel","T027","Thick.Sediment.Over.Rock",0,0
"La Parguera","Laurel","T027","Thin.Sediment.over.Rock",0,0
"La Parguera","Laurel","T027","Thin.Turf.Biofilm.on.Rock",1.11116666666667,0.602614734282075
"La Parguera","Laurel","T027","Turf.algae",14.4443888888889,3.41935730224042
"La Parguera","Laurel","T030","Articulated.coralline.algae",1.56870588235294,0.707006186868189
"La Parguera","Laurel","T030","Bare.Rock",0,0
"La Parguera","Laurel","T030","Biofilmed.Rock",0,0
"La Parguera","Laurel","T030","CCA..crustose.coralline.algae.",2.74511764705882,1.40712506991036
"La Parguera","Laurel","T030","Cliona",0,0
"La Parguera","Laurel","T030","Coral.Rock",0,0
"La Parguera","Laurel","T030","Dead.coral",0,0
"La Parguera","Laurel","T030","Green.Rock",0,0
"La Parguera","Laurel","T030","HC",5.09805882352941,1.76469771297129
"La Parguera","Laurel","T030","Halimeda",0.784294117647059,0.784294117647059
"La Parguera","Laurel","T030","Lightly.Biofilmed.Rock",0,0
"La Parguera","Laurel","T030","Macroalgae",0.784352941176471,0.537009748659845
"La Parguera","Laurel","T030","Macroalgae..Laminate..red..peysonnelia",4.31376470588235,1.80243678303399
"La Parguera","Laurel","T030","Other",10.9804117647059,3.07535502620384
"La Parguera","Laurel","T030","Reel",0,0
"La Parguera","Laurel","T030","Rock",5.49029411764706,1.64050927074111
"La Parguera","Laurel","T030","Rock.Crustose.Coralline.Algae",0,0
"La Parguera","Laurel","T030","Rock_Pavement",0,0
"La Parguera","Laurel","T030","Rubble",0,0
"La Parguera","Laurel","T030","Sand",0,0
"La Parguera","Laurel","T030","Soft.Coral",7.05888235294118,5.06400631321797
"La Parguera","Laurel","T030","Sponge",3.92158823529412,1.72057845962532
"La Parguera","Laurel","T030","TAPE",1.56864705882353,0.909176170162309
"La Parguera","Laurel","T030","Thick.Sediment.Over.Rock",2.35294117647059,1.61094869854461
"La Parguera","Laurel","T030","Thin.Sediment.over.Rock",0,0
"La Parguera","Laurel","T030","Thin.Turf.Biofilm.on.Rock",3.52947058823529,1.90611911530927
"La Parguera","Laurel","T030","Turf.algae",49.8038235294118,4.50554541096408
"La Parguera","Laurel","T031","Articulated.coralline.algae",0,0
"La Parguera","Laurel","T031","Bare.Rock",0,0
"La Parguera","Laurel","T031","Biofilmed.Rock",0,0
"La Parguera","Laurel","T031","CCA..crustose.coralline.algae.",17.391347826087,3.64761583761895
"La Parguera","Laurel","T031","Cliona",0,0
"La Parguera","Laurel","T031","Coral.Rock",0,0
"La Parguera","Laurel","T031","Dead.coral",0.289869565217391,0.289869565217391
"La Parguera","Laurel","T031","Green.Rock",0,0
"La Parguera","Laurel","T031","HC",1.44930434782609,0.720677718026588
"La Parguera","Laurel","T031","Halimeda",0.289869565217391,0.289869565217391
"La Parguera","Laurel","T031","Lightly.Biofilmed.Rock",0,0
"La Parguera","Laurel","T031","Macroalgae",1.1594347826087,0.682572470275654
"La Parguera","Laurel","T031","Macroalgae..Laminate..red..peysonnelia",13.6231739130435,2.46105236709134
"La Parguera","Laurel","T031","Other",18.840652173913,4.98837061986588
"La Parguera","Laurel","T031","Reel",0.579695652173913,0.579695652173913
"La Parguera","Laurel","T031","Rock",16.2319130434783,2.61162037816684
"La Parguera","Laurel","T031","Rock.Crustose.Coralline.Algae",0,0
"La Parguera","Laurel","T031","Rock_Pavement",0,0
"La Parguera","Laurel","T031","Rubble",0,0
"La Parguera","Laurel","T031","Sand",0,0
"La Parguera","Laurel","T031","Soft.Coral",0.289869565217391,0.289869565217391
"La Parguera","Laurel","T031","Sponge",5.50726086956522,1.65817508053197
"La Parguera","Laurel","T031","TAPE",1.15947826086957,0.538763387422289
"La Parguera","Laurel","T031","Thick.Sediment.Over.Rock",2.89860869565217,1.44136457597172
"La Parguera","Laurel","T031","Thin.Sediment.over.Rock",0,0
"La Parguera","Laurel","T031","Thin.Turf.Biofilm.on.Rock",1.44930434782609,0.720677718026588
"La Parguera","Laurel","T031","Turf.algae",18.8406086956522,4.84548318574285
"La Parguera","Laurel","T061","Articulated.coralline.algae",0.740777777777778,0.508169363175603
"La Parguera","Laurel","T061","Bare.Rock",0,0
"La Parguera","Laurel","T061","Biofilmed.Rock",0,0
"La Parguera","Laurel","T061","CCA..crustose.coralline.algae.",22.5926666666667,3.9656828982753
"La Parguera","Laurel","T061","Cliona",0,0
"La Parguera","Laurel","T061","Coral.Rock",0,0
"La Parguera","Laurel","T061","Dead.coral",0,0
"La Parguera","Laurel","T061","Green.Rock",0,0
"La Parguera","Laurel","T061","HC",0.740777777777778,0.508169363175603
"La Parguera","Laurel","T061","Halimeda",0.370388888888889,0.370388888888889
"La Parguera","Laurel","T061","Lightly.Biofilmed.Rock",0,0
"La Parguera","Laurel","T061","Macroalgae",1.11111111111111,1.11111111111111
"La Parguera","Laurel","T061","Macroalgae..Laminate..red..peysonnelia",9.99994444444444,1.72552498115871
"La Parguera","Laurel","T061","Other",9.62961111111111,3.62440667322721
"La Parguera","Laurel","T061","Reel",0,0
"La Parguera","Laurel","T061","Rock",12.5925555555556,2.79478078720161
"La Parguera","Laurel","T061","Rock.Crustose.Coralline.Algae",0,0
"La Parguera","Laurel","T061","Rock_Pavement",0,0
"La Parguera","Laurel","T061","Rubble",0,0
"La Parguera","Laurel","T061","Sand",0,0
"La Parguera","Laurel","T061","Soft.Coral",1.11116666666667,0.602614734282075
"La Parguera","Laurel","T061","Sponge",7.037,3.11818652885907
"La Parguera","Laurel","T061","TAPE",1.4815,0.861598124667976
"La Parguera","Laurel","T061","Thick.Sediment.Over.Rock",0,0
"La Parguera","Laurel","T061","Thin.Sediment.over.Rock",0,0
"La Parguera","Laurel","T061","Thin.Turf.Biofilm.on.Rock",0.740777777777778,0.508169363175603
"La Parguera","Laurel","T061","Turf.algae",31.8519444444444,3.51593988816704
"La Parguera","Laurel","T094","Articulated.coralline.algae",1.85188888888889,1.18151187317916
"La Parguera","Laurel","T094","Bare.Rock",0,0
"La Parguera","Laurel","T094","Biofilmed.Rock",0,0
"La Parguera","Laurel","T094","CCA..crustose.coralline.algae.",20.7408333333333,4.20565242368215
"La Parguera","Laurel","T094","Cliona",0.370388888888889,0.370388888888889
"La Parguera","Laurel","T094","Coral.Rock",0,0
"La Parguera","Laurel","T094","Dead.coral",0,0
"La Parguera","Laurel","T094","Green.Rock",0,0
"La Parguera","Laurel","T094","HC",1.4815,1.0163006163584
"La Parguera","Laurel","T094","Halimeda",0,0
"La Parguera","Laurel","T094","Lightly.Biofilmed.Rock",0,0
"La Parguera","Laurel","T094","Macroalgae",0,0
"La Parguera","Laurel","T094","Macroalgae..Laminate..red..peysonnelia",12.2223333333333,2.70825951030609
"La Parguera","Laurel","T094","Other",7.03705555555556,3.16444799931067
"La Parguera","Laurel","T094","Reel",0,0
"La Parguera","Laurel","T094","Rock",26.6666111111111,3.49289350166587
"La Parguera","Laurel","T094","Rock.Crustose.Coralline.Algae",0,0
"La Parguera","Laurel","T094","Rock_Pavement",0,0
"La Parguera","Laurel","T094","Rubble",0,0
"La Parguera","Laurel","T094","Sand",0,0
"La Parguera","Laurel","T094","Soft.Coral",0,0
"La Parguera","Laurel","T094","Sponge",2.59266666666667,0.95489582294601
"La Parguera","Laurel","T094","TAPE",2.59261111111111,1.09648139307159
"La Parguera","Laurel","T094","Thick.Sediment.Over.Rock",1.11111111111111,1.11111111111111
"La Parguera","Laurel","T094","Thin.Sediment.over.Rock",0.740722222222222,0.740722222222222
"La Parguera","Laurel","T094","Thin.Turf.Biofilm.on.Rock",7.40744444444444,2.00861454742946
"La Parguera","Laurel","T094","Turf.algae",15.1851666666667,3.22508187082583
"La Parguera","Laurel","T095","Articulated.coralline.algae",0.952428571428571,0.64704779885503
"La Parguera","Laurel","T095","Bare.Rock",0,0
"La Parguera","Laurel","T095","Biofilmed.Rock",0,0
"La Parguera","Laurel","T095","CCA..crustose.coralline.algae.",31.4285714285714,4.55212499552487
"La Parguera","Laurel","T095","Cliona",0.952357142857143,0.952357142857143
"La Parguera","Laurel","T095","Coral.Rock",0,0
"La Parguera","Laurel","T095","Dead.coral",0,0
"La Parguera","Laurel","T095","Green.Rock",0,0
"La Parguera","Laurel","T095","HC",0.952357142857143,0.952357142857143
"La Parguera","Laurel","T095","Halimeda",0,0
"La Parguera","Laurel","T095","Lightly.Biofilmed.Rock",0,0
"La Parguera","Laurel","T095","Macroalgae",0,0
"La Parguera","Laurel","T095","Macroalgae..Laminate..red..peysonnelia",20.4761428571429,3.98189387247035
"La Parguera","Laurel","T095","Other",5.71428571428571,3.4134935045798
"La Parguera","Laurel","T095","Reel",0,0
"La Parguera","Laurel","T095","Rock",21.4285,4.08567009951708
"La Parguera","Laurel","T095","Rock.Crustose.Coralline.Algae",0,0
"La Parguera","Laurel","T095","Rock_Pavement",0,0
"La Parguera","Laurel","T095","Rubble",0,0
"La Parguera","Laurel","T095","Sand",0,0
"La Parguera","Laurel","T095","Soft.Coral",0,0
"La Parguera","Laurel","T095","Sponge",0.952428571428571,0.64704779885503
"La Parguera","Laurel","T095","TAPE",2.38107142857143,0.886006688042414
"La Parguera","Laurel","T095","Thick.Sediment.Over.Rock",0,0
"La Parguera","Laurel","T095","Thin.Sediment.over.Rock",0,0
"La Parguera","Laurel","T095","Thin.Turf.Biofilm.on.Rock",0.952428571428571,0.64704779885503
"La Parguera","Laurel","T095","Turf.algae",13.8095714285714,5.47896760319499
"La Parguera","San Cristobal","T010","Articulated.coralline.algae",0,0
"La Parguera","San Cristobal","T010","Bare.Rock",0.416625,0.284609057524528
"La Parguera","San Cristobal","T010","Biofilmed.Rock",1.0416875,0.586816486921522
"La Parguera","San Cristobal","T010","CCA..crustose.coralline.algae.",2.7083125,1.2626812764865
"La Parguera","San Cristobal","T010","Cliona",0,0
"La Parguera","San Cristobal","T010","Coral.Rock",0,0
"La Parguera","San Cristobal","T010","Dead.coral",0.2083125,0.2083125
"La Parguera","San Cristobal","T010","Green.Rock",0.4166875,0.4166875
"La Parguera","San Cristobal","T010","HC",5.83325,1.91241799715264
"La Parguera","San Cristobal","T010","Halimeda",13.749875,2.27455276533469
"La Parguera","San Cristobal","T010","Lightly.Biofilmed.Rock",0.2083125,0.2083125
"La Parguera","San Cristobal","T010","Macroalgae",5.833375,1.50615250687251
"La Parguera","San Cristobal","T010","Macroalgae..Laminate..red..peysonnelia",3.33325,1.0092121989453
"La Parguera","San Cristobal","T010","Other",1.874875,0.524279711246773
"La Parguera","San Cristobal","T010","Reel",0.2083125,0.2083125
"La Parguera","San Cristobal","T010","Rock",1.45825,0.678268834976221
"La Parguera","San Cristobal","T010","Rock.Crustose.Coralline.Algae",0.416625,0.284609057524528
"La Parguera","San Cristobal","T010","Rock_Pavement",0,0
"La Parguera","San Cristobal","T010","Rubble",9.5831875,3.16043264340336
"La Parguera","San Cristobal","T010","Sand",0,0
"La Parguera","San Cristobal","T010","Soft.Coral",3.3333125,2.19424542025793
"La Parguera","San Cristobal","T010","Sponge",6.249875,1.60654117302514
"La Parguera","San Cristobal","T010","TAPE",2.291625,0.661016861074663
"La Parguera","San Cristobal","T010","Thick.Sediment.Over.Rock",2.9166875,1.13348497901659
"La Parguera","San Cristobal","T010","Thin.Sediment.over.Rock",0.625,0.625
"La Parguera","San Cristobal","T010","Thin.Turf.Biofilm.on.Rock",0,0
"La Parguera","San Cristobal","T010","Turf.algae",37.291625,3.48568617452743
"La Parguera","San Cristobal","T029","Articulated.coralline.algae",0.416625,0.284609057524528
"La Parguera","San Cristobal","T029","Bare.Rock",0,0
"La Parguera","San Cristobal","T029","Biofilmed.Rock",0,0
"La Parguera","San Cristobal","T029","CCA..crustose.coralline.algae.",0.8333125,0.645491845538152
"La Parguera","San Cristobal","T029","Cliona",0,0
"La Parguera","San Cristobal","T029","Coral.Rock",0,0
"La Parguera","San Cristobal","T029","Dead.coral",0,0
"La Parguera","San Cristobal","T029","Green.Rock",0,0
"La Parguera","San Cristobal","T029","HC",4.375,1.8186113452302
"La Parguera","San Cristobal","T029","Halimeda",5.6249375,1.31652799207091
"La Parguera","San Cristobal","T029","Lightly.Biofilmed.Rock",0,0
"La Parguera","San Cristobal","T029","Macroalgae",6.874875,1.88731112713961
"La Parguera","San Cristobal","T029","Macroalgae..Laminate..red..peysonnelia",5,1.36086505882594
"La Parguera","San Cristobal","T029","Other",3.5416875,1.30771017660244
"La Parguera","San Cristobal","T029","Reel",0,0
"La Parguera","San Cristobal","T029","Rock",0,0
"La Parguera","San Cristobal","T029","Rock.Crustose.Coralline.Algae",0,0
"La Parguera","San Cristobal","T029","Rock_Pavement",0,0
"La Parguera","San Cristobal","T029","Rubble",3.9583125,1.40165473553805
"La Parguera","San Cristobal","T029","Sand",0,0
"La Parguera","San Cristobal","T029","Soft.Coral",4.166625,2.00692896999993
"La Parguera","San Cristobal","T029","Sponge",2.5,1.47509572853199
"La Parguera","San Cristobal","T029","TAPE",2.291625,0.788745342696234
"La Parguera","San Cristobal","T029","Thick.Sediment.Over.Rock",6.45825,3.09524463559291
"La Parguera","San Cristobal","T029","Thin.Sediment.over.Rock",0.2083125,0.2083125
"La Parguera","San Cristobal","T029","Thin.Turf.Biofilm.on.Rock",0,0
"La Parguera","San Cristobal","T029","Turf.algae",53.75,4.66344333173818
"La Parguera","San Cristobal","T030","Articulated.coralline.algae",0,0
"La Parguera","San Cristobal","T030","Bare.Rock",0.588235294117647,0.42735259351834
"La Parguera","San Cristobal","T030","Biofilmed.Rock",0.784294117647059,0.454591257620723
"La Parguera","San Cristobal","T030","CCA..crustose.coralline.algae.",7.05894117647059,1.48200211228363
"La Parguera","San Cristobal","T030","Cliona",0,0
"La Parguera","San Cristobal","T030","Coral.Rock",9.01958823529412,2.61600117216821
"La Parguera","San Cristobal","T030","Dead.coral",0.392176470588235,0.392176470588235
"La Parguera","San Cristobal","T030","Green.Rock",0,0
"La Parguera","San Cristobal","T030","HC",6.07835294117647,1.83544939388387
"La Parguera","San Cristobal","T030","Halimeda",2.74511764705882,1.15168999825306
"La Parguera","San Cristobal","T030","Lightly.Biofilmed.Rock",0.588235294117647,0.42735259351834
"La Parguera","San Cristobal","T030","Macroalgae",1.76470588235294,0.90917379172742
"La Parguera","San Cristobal","T030","Macroalgae..Laminate..red..peysonnelia",5.68629411764706,1.50609424692575
"La Parguera","San Cristobal","T030","Other",0.784294117647059,0.454591257620723
"La Parguera","San Cristobal","T030","Reel",0,0
"La Parguera","San Cristobal","T030","Rock",0.980352941176471,0.796451726414508
"La Parguera","San Cristobal","T030","Rock.Crustose.Coralline.Algae",1.76464705882353,0.953031193324661
"La Parguera","San Cristobal","T030","Rock_Pavement",0.196058823529412,0.196058823529412
"La Parguera","San Cristobal","T030","Rubble",1.56864705882353,0.646635335347841
"La Parguera","San Cristobal","T030","Sand",0,0
"La Parguera","San Cristobal","T030","Soft.Coral",0.980411764705882,0.980411764705882
"La Parguera","San Cristobal","T030","Sponge",12.3528823529412,2.88341150437233
"La Parguera","San Cristobal","T030","TAPE",1.76476470588235,0.707002108790285
"La Parguera","San Cristobal","T030","Thick.Sediment.Over.Rock",0.784294117647059,0.784294117647059
"La Parguera","San Cristobal","T030","Thin.Sediment.over.Rock",0,0
"La Parguera","San Cristobal","T030","Thin.Turf.Biofilm.on.Rock",3.92152941176471,1.28575749622561
"La Parguera","San Cristobal","T030","Turf.algae",40.1961176470588,3.17609119377794
"La Parguera","San Cristobal","T040","Articulated.coralline.algae",0.4166875,0.4166875
"La Parguera","San Cristobal","T040","Bare.Rock",0,0
"La Parguera","San Cristobal","T040","Biofilmed.Rock",0,0
"La Parguera","San Cristobal","T040","CCA..crustose.coralline.algae.",15.83325,2.49998333411112
"La Parguera","San Cristobal","T040","Cliona",0,0
"La Parguera","San Cristobal","T040","Coral.Rock",21.6666875,3.62603688931266
"La Parguera","San Cristobal","T040","Dead.coral",0,0
"La Parguera","San Cristobal","T040","Green.Rock",0,0
"La Parguera","San Cristobal","T040","HC",2.91675,2.10548336196228
"La Parguera","San Cristobal","T040","Halimeda",2.9166875,2.10542316751833
"La Parguera","San Cristobal","T040","Lightly.Biofilmed.Rock",0,0
"La Parguera","San Cristobal","T040","Macroalgae",1.2500625,0.67188840509883
"La Parguera","San Cristobal","T040","Macroalgae..Laminate..red..peysonnelia",12.0833125,2.59762289044996
"La Parguera","San Cristobal","T040","Other",3.75,1.60654333378634
"La Parguera","San Cristobal","T040","Reel",0,0
"La Parguera","San Cristobal","T040","Rock",0,0
"La Parguera","San Cristobal","T040","Rock.Crustose.Coralline.Algae",0,0
"La Parguera","San Cristobal","T040","Rock_Pavement",0,0
"La Parguera","San Cristobal","T040","Rubble",0,0
"La Parguera","San Cristobal","T040","Sand",0,0
"La Parguera","San Cristobal","T040","Soft.Coral",0.833375,0.569303506305439
"La Parguera","San Cristobal","T040","Sponge",4.583375,1.57746647052322
"La Parguera","San Cristobal","T040","TAPE",1.66675,0.745393260299555
"La Parguera","San Cristobal","T040","Thick.Sediment.Over.Rock",0,0
"La Parguera","San Cristobal","T040","Thin.Sediment.over.Rock",0,0
"La Parguera","San Cristobal","T040","Thin.Turf.Biofilm.on.Rock",0.4166875,0.4166875
"La Parguera","San Cristobal","T040","Turf.algae",31.6666875,5.03691971241581
"La Parguera","San Cristobal","T080","Articulated.coralline.algae",0.31747619047619,0.31747619047619
"La Parguera","San Cristobal","T080","Bare.Rock",0,0
"La Parguera","San Cristobal","T080","Biofilmed.Rock",0,0
"La Parguera","San Cristobal","T080","CCA..crustose.coralline.algae.",7.61909523809524,1.61249045756462
"La Parguera","San Cristobal","T080","Cliona",0,0
"La Parguera","San Cristobal","T080","Coral.Rock",11.746,4.21398247222155
"La Parguera","San Cristobal","T080","Dead.coral",0.31747619047619,0.31747619047619
"La Parguera","San Cristobal","T080","Green.Rock",0,0
"La Parguera","San Cristobal","T080","HC",4.44442857142857,2.69559376582232
"La Parguera","San Cristobal","T080","Halimeda",19.6825714285714,4.4478386701919
"La Parguera","San Cristobal","T080","Lightly.Biofilmed.Rock",0,0
"La Parguera","San Cristobal","T080","Macroalgae",1.26985714285714,0.744509084935181
"La Parguera","San Cristobal","T080","Macroalgae..Laminate..red..peysonnelia",3.80961904761905,1.42328758342252
"La Parguera","San Cristobal","T080","Other",2.85719047619048,1.92842915424649
"La Parguera","San Cristobal","T080","Reel",0.31747619047619,0.31747619047619
"La Parguera","San Cristobal","T080","Rock",0,0
"La Parguera","San Cristobal","T080","Rock.Crustose.Coralline.Algae",0,0
"La Parguera","San Cristobal","T080","Rock_Pavement",0,0
"La Parguera","San Cristobal","T080","Rubble",0,0
"La Parguera","San Cristobal","T080","Sand",0.31747619047619,0.31747619047619
"La Parguera","San Cristobal","T080","Soft.Coral",0,0
"La Parguera","San Cristobal","T080","Sponge",9.84128571428571,2.13901890298962
"La Parguera","San Cristobal","T080","TAPE",1.26990476190476,0.585397170445445
"La Parguera","San Cristobal","T080","Thick.Sediment.Over.Rock",0,0
"La Parguera","San Cristobal","T080","Thin.Sediment.over.Rock",0,0
"La Parguera","San Cristobal","T080","Thin.Turf.Biofilm.on.Rock",0,0
"La Parguera","San Cristobal","T080","Turf.algae",36.1905238095238,4.70439992864787
"La Parguera","San Cristobal","T090","Articulated.coralline.algae",0.740777777777778,0.508169363175603
"La Parguera","San Cristobal","T090","Bare.Rock",0,0
"La Parguera","San Cristobal","T090","Biofilmed.Rock",0,0
"La Parguera","San Cristobal","T090","CCA..crustose.coralline.algae.",16.2962777777778,2.30067998303763
"La Parguera","San Cristobal","T090","Cliona",0,0
"La Parguera","San Cristobal","T090","Coral.Rock",21.8518888888889,3.64771206104861
"La Parguera","San Cristobal","T090","Dead.coral",0,0
"La Parguera","San Cristobal","T090","Green.Rock",0,0
"La Parguera","San Cristobal","T090","HC",4.44455555555556,2.584822467984
"La Parguera","San Cristobal","T090","Halimeda",1.85188888888889,1.18151187317916
"La Parguera","San Cristobal","T090","Lightly.Biofilmed.Rock",0,0
"La Parguera","San Cristobal","T090","Macroalgae",0,0
"La Parguera","San Cristobal","T090","Macroalgae..Laminate..red..peysonnelia",14.0741666666667,2.07967032211666
"La Parguera","San Cristobal","T090","Other",4.81483333333333,1.77168641504866
"La Parguera","San Cristobal","T090","Reel",0,0
"La Parguera","San Cristobal","T090","Rock",0,0
"La Parguera","San Cristobal","T090","Rock.Crustose.Coralline.Algae",0,0
"La Parguera","San Cristobal","T090","Rock_Pavement",0,0
"La Parguera","San Cristobal","T090","Rubble",0,0
"La Parguera","San Cristobal","T090","Sand",0,0
"La Parguera","San Cristobal","T090","Soft.Coral",0.370388888888889,0.370388888888889
"La Parguera","San Cristobal","T090","Sponge",8.14827777777778,2.97925423269698
"La Parguera","San Cristobal","T090","TAPE",0.740722222222222,0.740722222222222
"La Parguera","San Cristobal","T090","Thick.Sediment.Over.Rock",0,0
"La Parguera","San Cristobal","T090","Thin.Sediment.over.Rock",0,0
"La Parguera","San Cristobal","T090","Thin.Turf.Biofilm.on.Rock",0,0
"La Parguera","San Cristobal","T090","Turf.algae",26.6667222222222,3.18859396124836
